City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
287,arroio grande,40,BR,1564272091,6,-32.24,-32.24,44.01,3.83
288,conde,9,BR,1564271940,98,-11.81,-11.81,67.38,3.74
289,aleksandrov gay,55,RU,1564272091,69,50.14,50.14,65.58,11.77
290,utiel,20,ES,1564272091,39,39.57,39.57,80.6,10.29
291,preobrazheniye,1,RU,1564272092,69,42.9,42.9,80.52,4.38
292,bairnsdale,74,AU,1564272092,98,-37.83,-37.83,50.0,4.36
293,ishigaki,20,JP,1564272092,83,24.34,24.34,84.2,8.05
294,haines junction,70,CA,1564271918,47,60.75,60.75,56.76,10.98
295,faanui,17,PF,1564271896,80,-16.48,-16.48,78.9,21.41
296,samarai,52,PG,1564271914,81,-10.62,-10.62,74.22,9.51
297,noumea,20,NC,1564271980,49,-22.28,-22.28,73.4,8.05
298,turmalina,98,BR,1564271884,69,-17.29,-17.29,61.62,4.34
299,chegdomyn,53,RU,1564272092,78,51.13,51.13,65.58,1.83
300,manicore,15,BR,1564272093,57,-5.81,-5.81,77.46,1.66
301,hohhot,0,CN,1564272093,77,40.81,40.81,68.0,4.47
302,wajima,75,JP,1564272093,83,37.4,37.4,80.6,11.41
303,grand gaube,75,MU,1564271934,94,-20.01,-20.01,71.6,13.87
304,kysyl-syr,5,RU,1564272093,53,63.9,63.9,70.08,5.26
305,aykhal,90,RU,1564271978,100,65.95,65.95,44.6,4.47
306,motygino,86,RU,1564272094,74,58.18,58.18,56.4,3.27
307,the pas,1,CA,1564272094,39,53.82,53.82,84.2,12.75
308,benito juarez,83,CU,1564272094,86,22.29,22.29,80.16,7.16
309,kazachinskoye,7,RU,1564272094,85,57.69,57.69,55.5,3.31
310,gladstone,0,AU,1564271914,68,-23.84,-23.84,69.01,6.93
311,diamantino,0,BR,1564272094,58,-14.4,-14.4,69.0,4.41
312,huanren,12,CN,1564272095,78,41.26,41.26,78.54,4.12
313,severodvinsk,90,RU,1564272095,100,64.56,64.56,51.8,11.18
314,sergeyevka,82,KZ,1564272095,69,53.88,53.88,60.36,7.31
315,novaya igirma,100,RU,1564272095,64,57.14,57.14,66.48,14.05
316,havelock,1,US,1564271779,65,34.88,34.88,82.4,11.41
317,new visayas,100,PH,1564272095,51,7.7,7.7,77.0,1.77
318,cayenne,2,GF,1564272096,88,4.94,4.94,75.2,5.53
319,hylkje,0,NO,1564272096,82,60.51,60.51,66.99,6.93
320,provideniya,37,RU,1564271904,49,64.42,64.42,54.24,6.62
321,matay,6,EG,1564272096,54,28.42,28.42,75.3,10.33
322,fairbanks,90,US,1564271938,63,64.84,64.84,68.0,2.1
323,chalmette,1,US,1564272096,66,29.94,29.94,86.0,4.7
324,garden city,1,US,1564271955,19,43.62,43.62,97.0,6.93
325,waipawa,80,NZ,1564271913,76,-39.94,-39.94,57.0,3.44
326,trincomalee,99,LK,1564272096,80,8.58,8.58,76.74,8.55
327,alice springs,0,AU,1564271956,30,-23.7,-23.7,55.4,10.89
328,mtwara,38,TZ,1564272097,95,-10.28,-10.28,64.68,7.18
329,namatanai,94,PG,1564272097,87,-3.66,-3.66,77.46,7.9
330,dubki,20,RU,1564272097,47,43.02,43.02,78.8,4.47
331,sao filipe,74,CV,1564271934,78,14.9,14.9,75.3,4.07
332,pestyaki,0,RU,1564272097,97,56.71,56.71,56.4,6.33
333,san luis,75,AR,1564272098,35,-33.3,-33.3,56.04,12.19
334,los llanos de aridane,0,ES,1564271909,68,28.66,28.66,71.6,12.75
335,navan,40,IE,1564272098,81,53.65,53.65,59.0,6.93
336,inirida,83,CO,1564272098,95,3.87,3.87,73.32,1.03
337,vestmannaeyjar,100,IS,1564272098,93,63.44,63.44,54.24,31.83
338,santa rosa,100,AR,1564271951,54,-36.62,-36.62,49.38,9.42
339,steinbach,20,CA,1564272098,39,49.53,49.53,84.99,10.29
340,levelland,40,US,1564271901,22,33.59,33.59,91.4,16.11
341,kailahun,100,SL,1564272099,99,8.28,8.28,70.62,7.14
342,belmonte,2,PT,1564272099,91,40.36,40.36,69.01,1.83
343,coahuayana,16,MX,1564272099,78,18.62,18.62,83.4,2.13
344,anshun,100,CN,1564272099,97,26.25,26.25,66.84,5.21
345,herat,0,AF,1564272099,26,34.35,34.35,71.34,12.06
346,pacific grove,1,US,1564271927,42,36.62,36.62,98.6,18.34
347,xuddur,51,SO,1564271965,66,4.12,4.12,70.44,19.42
348,sinnamary,0,GF,1564272100,84,5.38,5.38,81.24,12.93
349,luganville,75,VU,1564271953,78,-15.51,-15.51,78.8,13.87
350,nome,1,US,1564271904,70,30.04,30.04,89.6,3.36
351,port blair,100,IN,1564271907,79,11.67,11.67,82.68,18.23
352,madimba,75,CM,1564271940,100,4.42,4.42,75.2,2.24
353,khasan,78,RU,1564271907,84,42.43,42.43,76.02,3.51
354,bikin,36,RU,1564272100,76,46.82,46.82,74.94,7.2
355,vaitape,17,PF,1564272100,80,-16.52,-16.52,78.9,21.41
356,nelson bay,26,AU,1564271930,82,-32.72,-32.72,62.01,10.29
357,yumen,0,CN,1564272101,22,40.29,40.29,71.16,5.75
358,kalangala,26,UG,1564272101,63,-0.32,-0.32,70.08,10.92
359,havre-saint-pierre,20,CA,1564271902,68,50.23,50.23,71.6,8.05
360,luau,33,CD,1564272101,25,-10.7,-10.7,55.14,3.51
361,valleyview,85,CA,1564272101,62,55.07,55.07,62.7,13.98
362,bulgan,100,MN,1564272102,95,48.81,48.81,50.82,4.85
363,rudnyy,54,KZ,1564272004,63,52.96,52.96,64.4,6.71
364,semnan,0,IR,1564272102,10,35.58,35.58,87.8,2.24
365,boffa,100,GN,1564272102,87,10.18,10.18,78.36,14.52
366,kpalime,96,TG,1564272102,97,6.9,6.9,69.54,3.98
367,mildura,11,AU,1564271965,93,-34.18,-34.18,52.0,7.34
368,ulladulla,75,AU,1564272102,76,-35.36,-35.36,53.01,8.05
369,moranbah,0,AU,1564272102,57,-22.0,-22.0,67.74,9.08
370,tshikapa,14,CD,1564271905,23,-6.42,-6.42,66.3,2.48
371,pogar,4,RU,1564272103,89,52.55,52.55,61.8,3.8
372,alta floresta,0,BR,1564272103,46,-9.87,-9.87,74.76,3.49
373,ponta delgada,40,PT,1564272103,100,37.73,37.73,71.6,13.87
374,lolodorf,87,CM,1564272103,98,3.23,3.23,69.72,0.58
375,solton,5,RU,1564272104,92,52.84,52.84,55.5,4.94
376,labytnangi,100,RU,1564272104,92,66.66,66.66,40.92,3.42
377,sabang,90,PH,1564272104,93,13.8,13.8,77.0,1.01
378,whitecourt,90,CA,1564272104,72,54.14,54.14,60.8,8.05
379,ust-ilimsk,100,RU,1564272104,59,57.96,57.96,66.84,11.61
380,kyaikkami,100,MM,1564272105,92,16.08,16.08,77.28,10.58
381,poum,5,MK,1564272105,76,41.28,41.28,60.9,3.31
382,manzanillo,75,MX,1564272030,62,19.05,19.05,89.6,11.41
383,fort nelson,75,CA,1564272105,77,58.81,58.81,64.4,3.36
384,maloy,100,ID,1564272105,87,1.0,1.0,77.1,2.3
385,rio gallegos,0,AR,1564272006,60,-51.62,-51.62,42.8,4.7
386,mangan,100,IN,1564272105,98,27.5,27.5,59.64,0.78
387,malaya serdoba,61,RU,1564272106,95,52.47,52.47,60.72,8.1
388,baryatino,71,RU,1564272106,94,54.31,54.31,61.44,5.64
389,xining,7,CN,1564271844,76,36.62,36.62,56.76,3.87
390,matara,65,BI,1564271897,68,-3.48,-3.48,49.92,2.93
391,naze,100,NG,1564271918,97,5.43,5.43,72.42,5.17
392,astara,0,AZ,1564272106,88,38.42,38.42,66.2,2.73
393,zhob,93,PK,1564271970,66,31.34,31.34,71.34,3.6
394,rafai,100,CF,1564272106,98,4.95,4.95,66.3,1.01
395,calvinia,0,ZA,1564272107,23,-31.47,-31.47,60.72,11.79
396,ankang,36,CN,1564272107,90,32.73,32.73,76.74,2.33
397,port macquarie,42,AU,1564271904,71,-31.43,-31.43,66.0,10.29
398,turukhansk,100,RU,1564272107,80,65.8,65.8,51.36,8.1
399,san cristobal,70,HN,1564271951,80,14.68,14.68,70.98,7.29
400,chiautla,90,MX,1564272107,72,19.53,19.53,69.8,14.99
401,omsukchan,100,RU,1564272107,53,62.53,62.53,65.58,5.06
402,miraflores,0,PE,1564271887,19,-16.39,-16.39,57.2,5.82
403,yining,84,CN,1564272108,74,29.04,29.04,85.56,1.77
404,chuy,0,UY,1564271905,81,-33.69,-33.69,49.92,9.19
405,pitimbu,40,BR,1564272108,100,-7.47,-7.47,73.4,4.7
406,grande-synthe,75,FR,1564272108,93,51.01,51.01,63.0,13.87
407,osakarovka,31,KZ,1564272108,64,50.56,50.56,58.92,10.09
408,shirokiy,32,RU,1564272108,78,53.87,53.87,64.0,1.01
409,port shepstone,0,ZA,1564272109,16,-30.74,-30.74,61.08,7.54
410,syracuse,20,US,1564271874,65,43.05,43.05,84.2,4.16
411,kenora,69,CA,1564272109,47,49.76,49.76,78.8,6.11
412,burns lake,74,CA,1564272109,43,54.23,54.23,65.4,12.41
413,inongo,100,CD,1564272109,61,-1.93,-1.93,79.08,3.85
414,cooma,0,AU,1564272109,61,-36.24,-36.24,33.8,8.05
415,pombas,0,BR,1564272109,54,-15.9,-15.9,69.54,4.65
416,san fernando,20,TT,1564271969,94,10.28,10.28,75.2,6.22
417,coron,0,FR,1564272110,82,47.13,47.13,61.0,3.36
418,hobyo,100,SO,1564271972,73,5.35,5.35,74.22,20.11
419,druzhba,21,UA,1564272110,90,52.05,52.05,62.52,3.38
420,lima,90,PE,1564271900,82,-12.06,-12.06,60.8,6.93
421,caravelas,56,BR,1564272110,85,-17.73,-17.73,71.34,10.22
422,usinsk,100,RU,1564272111,86,66.0,66.0,47.58,9.13
423,kurumkan,96,RU,1564272111,82,54.33,54.33,60.18,7.38
424,derby,75,GB,1564271814,100,52.92,52.92,60.01,11.41
425,zenzeli,3,RU,1564272111,61,45.92,45.92,70.44,19.15
426,glendive,1,US,1564272111,42,47.11,47.11,89.6,12.75
427,nioki,80,CD,1564272111,47,-2.72,-2.72,81.78,2.37
428,roma,40,IT,1564271821,83,41.89,41.89,80.6,14.99
429,lalmohan,35,BD,1564272112,85,22.34,22.34,80.88,13.2
430,bonoua,75,CI,1564272112,94,5.27,5.27,77.0,6.93
431,novoagansk,4,RU,1564272112,81,61.94,61.94,49.92,8.97
432,nouadhibou,75,MR,1564271911,88,20.93,20.93,68.0,12.75
433,shibetsu,40,JP,1564272112,74,44.15,44.15,80.6,12.75
434,gold coast,90,AU,1564272113,60,-28.0,-28.0,71.01,9.17
435,santa cruz,28,BR,1564272113,86,-6.22,-6.22,70.26,13.11
436,kungurtug,100,RU,1564271912,97,50.6,50.6,45.06,3.42
437,mayo,75,CA,1564272113,43,63.59,63.59,69.8,4.7
438,alofi,100,NU,1564271914,88,-19.06,-19.06,69.8,6.93
439,tortosa,5,ES,1564272113,49,40.81,40.81,73.0,5.82
440,nikolsk,9,RU,1564272113,95,59.53,59.53,47.22,7.11
441,tigre,0,AR,1564272114,71,-34.42,-34.42,55.4,1.12
442,biltine,65,TD,1564272114,50,14.53,14.53,86.64,13.2
443,leonidovo,100,RU,1564272114,89,49.28,49.28,59.46,4.36
444,bridlington,98,GB,1564272114,100,54.08,54.08,64.4,9.17
445,lagoa,0,PT,1564271896,77,37.14,37.14,69.01,8.05
446,obo,100,CF,1564271977,97,5.39,5.39,67.02,4.99
447,evensk,100,RU,1564272114,76,61.92,61.92,51.72,3.98
448,matamoros,75,US,1564272011,52,25.87,25.87,91.4,12.75
449,nizhniy tsasuchey,44,RU,1564271971,86,50.52,50.52,65.58,7.83
450,pochutla,20,MX,1564271963,55,15.74,15.74,91.4,0.72
451,ciudad ojeda,1,VE,1564272115,59,10.22,10.22,86.64,19.42
452,praya,17,ID,1564272115,100,-8.71,-8.71,69.8,5.64
453,udachnyy,90,RU,1564271951,100,66.42,66.42,44.6,4.47
454,westport,20,US,1564272115,69,41.14,41.14,78.01,10.29
455,sekoma,4,BW,1564272115,68,-24.51,-24.51,50.64,10.58
456,rotunda,46,MD,1564272116,66,48.24,48.24,67.38,6.6
457,waingapu,66,ID,1564272116,79,-9.65,-9.65,72.42,8.75
458,kulhudhuffushi,100,MV,1564272116,75,6.62,6.62,81.96,8.12
459,binga,0,ZW,1564272116,33,-17.62,-17.62,50.28,3.38
460,boyuibe,0,BO,1564272116,77,-20.43,-20.43,59.0,0.45
461,penzance,0,GB,1564272116,82,50.12,50.12,61.0,6.93
462,mopipi,0,BW,1564272117,81,-21.2,-21.2,49.56,7.87
463,mercedes,4,UY,1564272117,76,-33.25,-33.25,54.0,4.0
464,presidencia roque saenz pena,0,AR,1564272117,90,-26.79,-26.79,50.1,5.91
465,tygda,34,RU,1564272117,72,53.11,53.11,65.04,7.54
466,kagoro,98,NG,1564272117,93,9.6,9.6,69.18,0.6
467,novopskov,0,UA,1564272117,89,49.54,49.54,63.24,5.88
468,luena,0,AO,1564272118,25,-11.78,-11.78,45.78,2.64
469,chubbuck,40,US,1564272004,22,42.93,42.93,87.8,10.29
470,lardos,0,GR,1564272118,73,36.09,36.09,77.0,11.41
471,kieta,100,PG,1564272118,74,-6.22,-6.22,82.32,6.58
472,roura,10,GF,1564271944,88,4.73,4.73,75.2,3.06
473,lerwick,32,GB,1564272118,87,60.15,60.15,59.0,5.82
474,zhangye,99,CN,1564272118,32,38.94,38.94,69.9,3.74
475,bundaberg,0,AU,1564271945,72,-24.87,-24.87,75.0,5.82
476,calama,0,CL,1564272119,5,-22.46,-22.46,59.0,17.22
477,yar-sale,97,RU,1564271925,74,66.83,66.83,43.98,13.89
478,najran,0,SA,1564272119,21,17.54,17.54,84.2,2.24
479,trelaze,0,FR,1564272119,82,47.45,47.45,61.0,3.36
480,paso de carrasco,20,UY,1564272051,93,-34.86,-34.86,51.01,3.36
481,cuiaba,0,BR,1564271998,57,-15.6,-15.6,75.2,4.7
482,dunedin,100,NZ,1564271974,59,-45.87,-45.87,55.99,1.99
483,messina,20,IT,1564272119,88,38.19,38.19,82.0,12.75
484,coos bay,1,US,1564272120,68,43.37,43.37,72.0,24.16
485,biratnagar,50,NP,1564272120,80,26.46,26.46,79.26,12.62
486,morristown,1,US,1564272120,42,36.21,36.21,88.0,4.7
487,emba,40,CY,1564272120,88,34.81,34.81,77.0,5.82
488,port-gentil,20,GA,1564271926,94,-0.72,-0.72,73.4,5.82
489,luanda,0,AO,1564272120,100,-8.83,-8.83,68.0,2.24
490,necochea,83,AR,1564271922,94,-38.55,-38.55,37.99,4.0
491,buala,100,SB,1564272121,84,-8.15,-8.15,79.98,13.02
492,valley city,1,US,1564272120,51,46.92,46.92,82.4,3.36
493,yatou,75,CM,1564272121,100,3.63,3.63,75.2,2.24
494,bilma,14,NE,1564272121,14,18.69,18.69,93.66,5.79
495,kjollefjord,80,NO,1564272121,80,70.95,70.95,43.98,11.45
496,mezen,100,RU,1564272122,91,65.85,65.85,45.06,24.72
497,muzaffargarh,75,PK,1564272122,83,30.08,30.08,80.6,9.17
498,taloqan,0,AF,1564272122,24,36.74,36.74,72.24,3.38
499,capaccio,0,IT,1564272122,89,40.42,40.42,81.0,4.07
500,arkadak,86,RU,1564272122,95,51.94,51.94,61.8,8.84
501,clarence town,16,AU,1564272123,82,-32.59,-32.59,64.99,10.29
502,camacha,40,PT,1564271972,88,33.08,33.08,75.2,17.22
503,kumbo,100,CM,1564272123,94,6.21,6.21,62.52,2.55
504,comodoro rivadavia,0,AR,1564272123,52,-45.87,-45.87,44.6,6.93
505,jinka,100,ET,1564272123,80,5.79,5.79,66.12,2.21
506,cervo,3,BR,1564272123,60,-22.19,-22.19,58.92,4.07
507,sao miguel do araguaia,0,BR,1564272124,38,-13.28,-13.28,70.8,3.69
508,rzhev,25,RU,1564272124,90,56.26,56.26,61.26,4.94
509,finote selam,77,ET,1564272124,82,10.7,10.7,58.92,3.29
510,paysandu,89,UY,1564272124,88,-32.32,-32.32,52.0,3.24
511,xichang,35,CN,1564272124,94,27.88,27.88,59.28,1.59
512,joshimath,100,IN,1564272124,87,30.57,30.57,56.04,2.28
513,filadelfia,0,PY,1564272124,67,-22.35,-22.35,56.58,7.4
514,dalvik,51,SE,1564271930,82,57.79,57.79,68.0,6.93
515,palekh,0,RU,1564272125,96,56.8,56.8,56.94,7.45
516,auki,76,NG,1564271971,87,12.18,12.18,75.12,10.94
517,mehamn,92,NO,1564272125,83,71.03,71.03,42.18,11.03
518,hay river,40,CA,1564272125,67,60.82,60.82,57.2,10.29
519,horsham,94,AU,1564272091,80,-36.71,-36.71,46.32,5.3
520,champerico,20,MX,1564271968,55,16.38,16.38,87.8,19.46
521,eruwa,100,NG,1564272125,96,7.53,7.53,71.88,6.82
522,blackwater,100,GB,1564272126,87,51.33,51.33,62.6,8.05
523,berceni,0,RO,1564272126,77,44.93,44.93,73.99,5.82
524,shelburne,40,CA,1564271980,45,44.08,44.08,84.2,13.87
525,saint-denis,90,FR,1564272126,72,48.94,48.94,64.4,8.05
526,bose,40,IT,1564272126,93,45.46,45.46,69.01,5.82
527,gazojak,74,TM,1564272126,24,41.19,41.19,86.82,7.09
528,suntar,21,RU,1564272127,45,62.16,62.16,73.5,2.71
529,shipitsyno,90,RU,1564272127,71,61.28,61.28,53.16,6.67
530,fuerte,83,PH,1564272127,70,17.54,17.54,81.78,6.55
531,kumsi,100,IN,1564272127,94,14.06,14.06,69.36,6.38
532,gravdal,65,NO,1564272127,88,59.79,59.79,66.99,4.7
533,suba,77,CN,1564272127,84,28.73,28.73,72.96,1.43
534,gunjur,40,GM,1564272128,83,13.18,13.18,80.6,3.36
535,linares,95,CL,1564272128,88,-35.85,-35.85,46.68,3.02
536,acapulco,75,MX,1564271971,70,16.86,16.86,87.8,10.29
537,srednekolymsk,0,RU,1564271910,42,67.46,67.46,54.96,11.23
538,springbok,4,ZA,1564272128,46,-29.67,-29.67,56.4,0.92
539,jacareacanga,62,BR,1564271913,50,-6.22,-6.22,78.0,1.61
540,teguise,40,ES,1564272128,78,29.06,29.06,73.4,19.46
541,ayan,0,IR,1564272129,69,38.23,38.23,55.5,4.14
542,san patricio,100,PY,1564271936,89,-26.98,-26.98,52.08,4.23
543,naron,0,ES,1564272129,93,43.52,43.52,63.0,1.12
544,portsmouth,0,GB,1564271981,82,50.8,50.8,61.0,5.82
545,yajalon,20,MX,1564272129,49,17.17,17.17,91.4,8.05
546,rio grande,75,BR,1564272129,96,-32.03,-32.03,48.0,2.66
547,manoel urbano,10,BR,1564272129,71,-8.84,-8.84,69.9,3.4
548,porirua,100,NZ,1564272130,76,-41.14,-41.14,59.0,17.22
549,solnechnyy,91,RU,1564272130,81,50.72,50.72,65.58,1.72
550,salalah,90,OM,1564271697,100,17.01,17.01,75.2,3.36
551,barra do garcas,0,BR,1564272014,38,-15.89,-15.89,68.46,3.22
552,ballina,99,IE,1564272130,94,54.11,54.11,57.99,12.88
553,aasiaat,92,GL,1564272130,67,68.71,68.71,45.42,12.21
554,northam,38,AU,1564271915,93,-31.65,-31.65,50.0,4.7
555,qinhuangdao,70,CN,1564272131,83,39.94,39.94,79.62,4.14
556,visby,19,SE,1564272131,93,57.64,57.64,70.0,8.05
557,bambanglipuro,51,ID,1564272131,84,-7.95,-7.95,72.96,7.63
558,portland,1,US,1564271950,77,43.66,43.66,73.0,5.82
559,ozernovskiy,97,RU,1564272131,90,51.5,51.5,56.04,12.82
560,touros,21,BR,1564271903,81,-5.2,-5.2,78.72,19.08
561,meiganga,100,CM,1564272131,96,6.52,6.52,64.86,2.04
562,whitianga,99,NZ,1564272131,75,-36.83,-36.83,63.0,7.0
563,tiszakecske,75,HU,1564272132,94,46.93,46.93,68.0,4.7
564,belaya gora,91,RU,1564272132,50,68.54,68.54,50.28,6.62
565,bongandanga,100,CD,1564272132,91,1.51,1.51,71.88,1.86
566,mangrol,93,IN,1564272132,89,25.33,25.33,76.02,4.05
567,lovozero,100,RU,1564272132,82,68.01,68.01,39.66,18.28
568,svetlogorsk,40,RU,1564272133,59,53.14,53.14,60.8,6.71
569,kavieng,82,PG,1564271914,78,-2.57,-2.57,81.6,8.81
570,puerto guzman,57,BO,1564272133,81,-14.32,-14.32,60.0,2.51
571,gizo,40,IL,1564272133,78,31.8,31.8,78.8,5.82
572,xinzhou,25,CN,1564272133,80,38.41,38.41,72.78,2.86
